접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),층,건축년도,건물용도,계약년도,계약월,면적당매매가,평당매매가,거래량,주소,위도,경도
2017,11530,구로구,10800,오류동,1,대지,46,2,아크로펠리스,2017-03-28,9400,18.0,8.0,2004.0,오피스텔,2017,3,522.22,157.97,1,구로구 오류동 46-2,37.494587,126.8419507
2017,11290,성북구,13400,길음동,1,대지,1278,0,길음동동부센트레빌(1278-0),2017-05-13,47000,84.84,8.0,2003.0,아파트,2017,5,553.98,167.58,1,성북구 길음동 1278,37.6103707,127.024274
2011,11545,금천구,10300,시흥동,1,대지,5,13,삼익,2010-12-13,22000,59.9,7.0,1999.0,아파트,2010,12,367.28,111.1,1,금천구 시흥동 5-13,37.4632778,126.9094469
2017,11290,성북구,13800,장위동,1,대지,219,51,화이트하우스,2017-04-27,12000,28.8,2.0,2016.0,연립다세대,2017,4,416.67,126.04,1,성북구 장위동 219-51,37.6158568,127.0409907
2015,11620,관악구,10100,봉천동,1,대지,622,136,동광빌라,2015-03-02,17500,52.64,4.0,1996.0,연립다세대,2015,3,332.45,100.57,1,관악구 봉천동 622-136,37.4872598,126.9437928
2016,11350,노원구,10500,상계동,1,대지,670,0,상계주공9(고층),2016-04-12,18500,41.3,3.0,1988.0,아파트,2016,4,447.94,135.5,1,노원구 상계동 670,37.663056,127.0600315
2020,11710,송파구,10400,송파동,1,대지,86,20,(86-20)	,2020-08-11,17000,25.74,4.0,2001.0,오피스텔,2020,8,660.45,199.79,1,송파구 송파동 86-20,37.5048239,127.1084636
2013,11530,구로구,10800,오류동,1,대지,6,1,한백고은,2013-04-22,23000,84.62,2.0,2005.0,아파트,2013,4,271.8,82.22,1,구로구 오류동 6-1,37.4963509,126.8397771
2012,11230,동대문구,10900,휘경동,1,대지,183,103,(183-103),2012-01-29,10000,63.54,-1.0,1991.0,연립다세대,2012,1,157.38,47.61,1,동대문구 휘경동 183-103,37.5910259,127.0581819
2015,11560,영등포구,12700,양평동3가,1,대지,34,0,양평역 대우미래사랑,2015-11-02,27500,60.84,21.0,2004.0,오피스텔,2015,11,452.01,136.73,1,영등포구 양평동3가 34,37.52712,126.8870096
2016,11500,강서구,10300,화곡동,1,대지,29,97,29-97,2016-06-30,20000,56.42,2.0,2016.0,연립다세대,2016,6,354.48,107.23,1,강서구 화곡동 29-97,37.5466127,126.848548
2012,11350,노원구,10500,상계동,1,대지,721,0,상계주공5(저층),2012-11-29,16800,31.98,3.0,1987.0,아파트,2012,11,525.33,158.91,1,노원구 상계동 721,37.6527768,127.0646469
2016,11710,송파구,10100,잠실동,1,대지,22,0,리센츠,2016-05-24,105000,84.99,26.0,2008.0,아파트,2016,5,1235.44,373.72,1,송파구 잠실동 22,37.5140588,127.0884544
2021,11680,강남구,10600,대치동,1,대지,901,46,(901-46),2021-01-14,76000,81.77,4.0,2000.0,연립다세대,2021,1,929.44,281.15,1,강남구 대치동 901-46,37.5032338,127.0551167
2022,11410,서대문구,11800,홍은동,1,대지,455,0,홍은동벽산,2022-03-31,65000,114.96,1.0,1997.0,아파트,2022,3,565.41,171.04,1,서대문구 홍은동 455,37.5953754,126.9448171
2017,11650,서초구,10800,서초동,1,대지,1316,15,현대성우주상복합아파트,2017-07-29,102000,154.9,6.0,2002.0,아파트,2017,7,658.49,199.19,1,서초구 서초동 1316-15,37.4984713,127.0242506
2016,11620,관악구,10100,봉천동,1,대지,1720,0,벽산블루밍3차,2016-05-23,41200,83.87,5.0,2004.0,아파트,2016,5,491.24,148.6,1,관악구 봉천동 1720,37.4884221,126.9444341
2022,11500,강서구,10500,마곡동,1,대지,784,9,마곡오드카운티2차,2022-05-13,12550,17.36,2.0,,오피스텔,2022,5,722.93,218.69,1,강서구 마곡동 784-9,37.5643987,126.8396826
2019,11680,강남구,10600,대치동,1,대지,974,0,대치현대,2019-05-14,143750,85.0,9.0,1999.0,아파트,2019,5,1691.18,511.58,1,강남구 대치동 974,37.5008276,127.0609734
2017,11500,강서구,10300,화곡동,1,대지,372,135,(372-135),2017-08-26,14625,35.17,1.0,1986.0,연립다세대,2017,8,415.84,125.79,1,강서구 화곡동 372-135,37.5364149,126.8368528
2020,11320,도봉구,10500,쌍문동,1,대지,56,0,삼익세라믹,2020-06-16,32500,58.77,12.0,1988.0,아파트,2020,6,553.0,167.28,1,도봉구 쌍문동 56,37.6572508,127.0351747
2016,11470,양천구,10300,신월동,1,대지,1063,0,롯데캐슬,2016-08-13,38000,59.75,4.0,2014.0,아파트,2016,8,635.98,192.38,1,양천구 신월동 1063,37.5187536,126.8475713
2022,11290,성북구,13300,정릉동,1,대지,206,141,행복드림빌A동,2022-09-16,22500,36.3,2.0,2020.0,연립다세대,2022,9,619.83,187.5,1,성북구 정릉동 206-141,37.6085046,127.0129439
2017,11380,은평구,11400,진관동,1,대지,107,0,은평뉴타운마고정(센트레빌3단지),2017-08-02,69821,167.14,2.0,0.0,아파트,2017,8,417.74,126.37,1,은평구 진관동 107,37.6333606,126.9276514
2014,11350,노원구,10400,하계동,1,대지,274,0,청솔(시영7),2014-06-02,22500,59.22,12.0,1989.0,아파트,2014,6,379.94,114.93,1,노원구 하계동 274,37.63248,127.0712998
2016,11215,광진구,10100,중곡동,1,대지,110,24,힐하우스,2016-06-20,23800,29.75,5.0,2016.0,연립다세대,2016,6,800.0,242.0,1,광진구 중곡동 110-24,37.5542794,127.0924112
2019,11350,노원구,10400,하계동,1,대지,288,0,하계2현대,2019-10-15,60000,84.9,3.0,1997.0,아파트,2019,10,706.71,213.78,1,노원구 하계동 288,37.6446072,127.0720589
2021,11320,도봉구,10700,창동,1,대지,609,35,승리빌라,2021-01-13,10500,38.76,2.0,1993.0,연립다세대,2021,1,270.9,81.95,1,도봉구 창동 609-35,37.6444102,127.0389894
2020,11410,서대문구,10500,냉천동,1,대지,260,0,동부센트레빌,2020-07-06,64000,59.86,8.0,2002.0,아파트,2020,7,1069.16,323.42,1,서대문구 냉천동 260,37.5666065,126.9600124
2015,11320,도봉구,10600,방학동,1,대지,734,0,청구아파트,2015-04-16,26700,84.97,2.0,1994.0,아파트,2015,4,314.23,95.05,1,도봉구 방학동 734,37.6580108,127.0261432
2022,11560,영등포구,10800,영등포동7가,1,대지,203,0,아크로타워스퀘어,2022-05-04,162000,84.65,25.0,2017.0,아파트,2022,5,1913.76,578.91,1,영등포구 영등포동7가 203,37.5243938,126.9067528
2021,11260,중랑구,10300,중화동,1,대지,135,10,대덕그린빌,2021-07-21,46500,36.23,2.0,2015.0,연립다세대,2021,7,1283.47,388.25,1,중랑구 중화동 135-10,37.6005242,127.0850603
2015,11440,마포구,10400,도화동,1,대지,82,0,우성,2015-06-01,63500,141.52,7.0,1991.0,아파트,2015,6,448.7,135.73,1,마포구 도화동 82,37.5363674,126.9470638
2020,11590,동작구,10500,흑석동,1,대지,328,0,흑석동양아파트,2020-07-01,89000,84.99,9.0,2003.0,아파트,2020,7,1047.18,316.77,1,동작구 흑석동 328,37.5003953,126.9586955
2019,11350,노원구,10500,상계동,1,대지,172,0,상계대림,2019-10-30,37000,59.67,6.0,1989.0,아파트,2019,10,620.08,187.57,1,노원구 상계동 172,37.6630427,127.0745157
2012,11410,서대문구,11100,홍제동,1,대지,458,0,조한,2012-02-12,30000,84.99,5.0,2000.0,아파트,2012,2,352.98,106.78,1,서대문구 홍제동 458,37.58904190000001,126.9386942
2011,11320,도봉구,10800,도봉동,1,대지,574,45,진영하이츠빌라(B),2011-02-28,16000,53.86,5.0,2002.0,연립다세대,2011,2,297.07,89.86,1,도봉구 도봉동 574-45,37.6850107,127.0427267
2016,11230,동대문구,10600,장안동,1,대지,329,3,래미안장안2차,2016-01-08,39700,64.85,2.0,2007.0,아파트,2016,1,612.18,185.19,1,동대문구 장안동 329-3,37.5739639,127.0753876
2013,11530,구로구,10200,구로동,1,대지,1279,0,우민늘푸른,2013-11-02,31200,84.7,3.0,2004.0,아파트,2013,11,368.36,111.43,1,구로구 구로동 1279,37.4880185,126.8939247
2022,11500,강서구,10500,마곡동,1,대지,776,2,마곡센트럴대방디엠시티오피스텔,2022-06-18,20000,24.02,4.0,2017.0,오피스텔,2022,6,832.64,251.87,1,강서구 마곡동 776-2,37.56829159999999,126.840364
2022,11470,양천구,10100,신정동,1,대지,951,5,미도파히아츠,2022-02-21,20000,63.66,-1.0,1994.0,연립다세대,2022,2,314.17,95.04,1,양천구 신정동 951-5,37.5245437,126.8571048
2012,11530,구로구,10200,구로동,1,대지,43,4,다솜금호,2012-01-26,31400,84.35,14.0,1995.0,아파트,2012,1,372.26,112.61,1,구로구 구로동 43-4,37.5025596,126.8919526
2016,11500,강서구,10400,가양동,1,대지,1500,0,강서한강자이,2016-06-23,73500,99.0,13.0,2013.0,아파트,2016,6,742.42,224.58,1,강서구 가양동 1500,37.5664864,126.8491446
2021,11380,은평구,10600,대조동,1,대지,215,1,현대파크빌라(215-1),2021-10-11,12000,33.93,-1.0,1995.0,연립다세대,2021,10,353.67,106.98,1,은평구 대조동 215-1,37.6146123,126.9206927
2013,11710,송파구,10300,풍납동,1,대지,260,0,현대리버빌1지구,2013-07-18,50000,84.95,7.0,1999.0,아파트,2013,7,588.58,178.05,1,송파구 풍납동 260,37.5307499,127.1153
2012,11170,용산구,12900,이촌동,1,대지,415,0,한강(대우),2012-02-03,99000,135.5,4.0,2000.0,아파트,2012,2,730.63,221.01,1,용산구 이촌동 415,37.5222166,126.9694754
2022,11380,은평구,10700,응암동,1,대지,582,5,청송빌라(582-5),2022-04-22,22000,35.86,1.0,1986.0,연립다세대,2022,4,613.5,185.58,1,은평구 응암동 582-5,37.5925608,126.9165156
2017,11500,강서구,10300,화곡동,1,대지,1050,8,삼호파크빌Ⅱ(1050-8),2017-11-01,18000,16.97,4.0,2016.0,연립다세대,2017,11,1060.7,320.86,1,강서구 화곡동 1050-8,37.5426069,126.838087
2014,11680,강남구,11500,수서동,1,대지,708,0,삼익,2014-01-08,45000,60.0,3.0,1992.0,아파트,2014,1,750.0,226.88,1,강남구 수서동 708,37.4891608,127.1009461
2021,11650,서초구,10100,방배동,1,대지,923,6,방배아크로타워,2020-12-18,88000,75.26,6.0,2007.0,아파트,2020,12,1169.28,353.71,1,서초구 방배동 923-6,37.4831483,126.9952832
2014,11680,강남구,11800,도곡동,1,대지,467,17,타워팰리스2,2014-01-07,175000,162.6,28.0,2003.0,아파트,2014,1,1076.26,325.57,1,강남구 도곡동 467-17,37.4897104,127.0544907
2021,11305,강북구,10100,미아동,1,대지,811,0,두산위브트레지움,2020-12-28,91600,84.97,8.0,2011.0,아파트,2020,12,1078.03,326.1,1,강북구 미아동 811,37.6177639,127.0169309
2016,11500,강서구,10300,화곡동,1,대지,1014,36,시원아트빌다동,2016-03-17,14000,47.52,3.0,2002.0,연립다세대,2016,3,294.61,89.12,1,강서구 화곡동 1014-36,37.5457863,126.8354172
2016,11620,관악구,10200,신림동,1,대지,721,2,건영2,2016-08-19,28700,73.48,7.0,1988.0,아파트,2016,8,390.58,118.15,1,관악구 신림동 721-2,37.470848,126.9169229
2022,11620,관악구,10100,봉천동,1,대지,893,12,마에스트로캠퍼스타운,2022-06-03,13400,13.15,14.0,2012.0,아파트,2022,6,1019.01,308.25,1,관악구 봉천동 893-12,37.4822299,126.9473752
2015,11710,송파구,10700,가락동,1,대지,138,0,가락미륭아파트,2015-04-23,51000,83.58,7.0,1986.0,아파트,2015,4,610.19,184.58,1,송파구 가락동 138,37.4937943,127.1285863
2016,11620,관악구,10200,신림동,1,대지,1693,0,국제산장,2016-04-14,28700,84.15,1.0,1993.0,아파트,2016,4,341.06,103.17,1,관악구 신림동 1693,37.4608248,126.9278351
2021,11545,금천구,10100,가산동,1,대지,140,23,몽삐에뜨6차,2021-08-31,23100,25.82,7.0,2020.0,오피스텔,2021,8,894.66,270.63,1,금천구 가산동 140-23,37.4786475,126.8898843
2016,11545,금천구,10200,독산동,1,대지,957,1,대한(957-1),2016-08-18,25050,48.13,2.0,1979.0,연립다세대,2016,8,520.47,157.44,1,금천구 독산동 957-1,37.477618,126.9012938
2020,11500,강서구,10300,화곡동,1,대지,937,14,대성케이제이,2020-12-18,27500,44.16,7.0,2020.0,오피스텔,2020,12,622.74,188.38,1,강서구 화곡동 937-14,37.52935009999999,126.8389584
2016,11110,종로구,12400,수송동,1,대지,58,0,두산위브파빌리온,2016-03-03,25200,35.22,12.0,2004.0,오피스텔,2016,3,715.5,216.44,1,종로구 수송동 58,37.5725636,126.9818234
2020,11710,송파구,10600,삼전동,1,대지,182,8,한영해시안 오피스텔,2020-03-05,21776,19.52,2.0,2019.0,오피스텔,2020,3,1115.57,337.46,1,송파구 삼전동 182-8,37.4993491,127.0962899
2016,11320,도봉구,10700,창동,1,대지,609,130,금성빌라(609-130),2016-10-19,8600,27.87,2.0,1994.0,연립다세대,2016,10,308.58,93.34,1,도봉구 창동 609-130,37.64425740000001,127.0387369
2016,11215,광진구,10400,광장동,1,대지,577,0,현대파크빌,2016-04-15,75000,84.81,8.0,2000.0,아파트,2016,4,884.33,267.51,1,광진구 광장동 577,37.5441452,127.1015274
2017,11545,금천구,10300,시흥동,1,대지,5,13,삼익,2017-07-07,37500,114.48,8.0,1999.0,아파트,2017,7,327.57,99.09,1,금천구 시흥동 5-13,37.4632778,126.9094469
2018,11470,양천구,10300,신월동,1,대지,551,0,신정뉴타운1-1구역 아이파크위브,2018-01-23,40000,52.85,5.0,0.0,아파트,2018,1,756.86,228.95,1,양천구 신월동 551,37.5264285,126.8342266
2022,11680,강남구,10100,역삼동,1,대지,694,1,더팜빌,2022-10-16,58055,30.86,-1.0,2002.0,연립다세대,2022,10,1881.24,569.07,1,강남구 역삼동 694-1,37.5072562,127.045475
2011,11380,은평구,10600,대조동,1,대지,191,19,대운빌,2011-10-17,18000,47.55,3.0,2011.0,연립다세대,2011,10,378.55,114.51,1,은평구 대조동 191-19,37.6151206,126.92372
2016,11350,노원구,10500,상계동,1,대지,626,0,상계주공14(고층),2016-05-02,18900,41.3,8.0,1989.0,아파트,2016,5,457.63,138.43,1,노원구 상계동 626,37.6692326,127.0581822
2011,11530,구로구,10700,개봉동,1,대지,306,3,신세기,2011-02-26,21600,71.88,6.0,2003.0,아파트,2011,2,300.5,90.9,1,구로구 개봉동 306-3,37.493822,126.8533104
2020,11215,광진구,10900,군자동,1,대지,60,75,리치팰리스,2020-12-17,29500,27.9,6.0,2015.0,연립다세대,2020,12,1057.35,319.85,1,광진구 군자동 60-75,37.555298,127.0746342
2022,11530,구로구,10700,개봉동,1,대지,139,13,휴미락가동,2022-03-22,40000,56.49,3.0,2022.0,연립다세대,2022,3,708.09,214.2,1,구로구 개봉동 139-13,37.4983838,126.8524939
2020,11740,강동구,10900,천호동,1,대지,576,0,광채빌라,2020-05-27,40000,43.82,2.0,2020.0,연립다세대,2020,5,912.83,276.13,1,강동구 천호동 576,37.5471273,127.1352007
2013,11290,성북구,13400,길음동,1,대지,1284,0,길음뉴타운8단지(래미안),2013-04-01,59800,114.99,1.0,2010.0,아파트,2013,4,520.05,157.31,1,성북구 길음동 1284,37.6075609,127.0179449
2015,11320,도봉구,10700,창동,1,대지,296,26,대우빌라(296-26),2015-09-01,16000,51.21,2.0,1994.0,연립다세대,2015,9,312.44,94.51,1,도봉구 창동 296-26,37.6551248,127.0416742
2022,11320,도봉구,10700,창동,1,대지,629,27,정호빌라(나),2022-04-25,7500,36.06,-1.0,1991.0,연립다세대,2022,4,207.99,62.92,1,도봉구 창동 629-27,37.64458090000001,127.0357271
2015,11620,관악구,10100,봉천동,1,대지,1703,0,봉천동아,2015-05-23,31500,59.76,22.0,2000.0,아파트,2015,5,527.11,159.45,1,관악구 봉천동 1703,37.4895917,126.9555548
2011,11305,강북구,10100,미아동,1,대지,1353,0,에스케이북한산시티,2011-10-29,25900,59.98,25.0,2004.0,아파트,2011,10,431.81,130.62,1,강북구 미아동 1353,37.6179756,127.0126309
2015,11530,구로구,10900,궁동,1,대지,178,29,윤성주택9동(178-29),2015-11-07,14000,37.98,4.0,1994.0,연립다세대,2015,11,368.62,111.51,1,구로구 궁동 178-29,37.4974189,126.8306699
2021,11215,광진구,10400,광장동,1,대지,110,0,학산코스모스텔,2021-10-16,38500,95.33,2.0,1991.0,오피스텔,2021,10,403.86,122.17,1,광진구 광장동 110,37.551408,127.1103285
2018,11440,마포구,11000,노고산동,1,대지,57,18,	신촌르?메이에르타운(I)	,2018-03-12,12000,23.85,10.0,1999.0,오피스텔,2018,3,503.14,152.2,1,마포구 노고산동 57-18,37.55487249999999,126.9354086
2014,11650,서초구,10700,반포동,1,대지,1,1,한신3차,2014-07-18,124500,121.56,2.0,1978.0,아파트,2014,7,1024.19,309.82,1,서초구 반포동 1-1,37.5068005,126.9973098
2014,11320,도봉구,10500,쌍문동,1,대지,158,0,한양7,2014-03-01,26400,84.92,2.0,1993.0,아파트,2014,3,310.88,94.04,1,도봉구 쌍문동 158,37.6560142,127.033854
2016,11215,광진구,10900,군자동,1,대지,503,0,광진We’vePark,2016-03-02,73500,131.02,18.0,2008.0,아파트,2016,3,560.98,169.7,1,광진구 군자동 503,37.5484375,127.0710871
2017,11680,강남구,10800,논현동,1,대지,173,15,동산빌라,2017-02-18,19000,50.04,-1.0,1990.0,연립다세대,2017,2,379.7,114.86,1,강남구 논현동 173-15,37.5096267,127.0303687
2016,11530,구로구,10800,오류동,1,대지,33,33,예성 라온팰리스,2016-08-09,24000,69.93,13.0,2007.0,오피스텔,2016,8,343.2,103.82,1,구로구 오류동 33-33,37.4973702,126.8473731
2018,11710,송파구,10100,잠실동,1,대지,101,1,우성아파트,2018-08-14,152500,96.04,2.0,1981.0,아파트,2018,8,1587.88,480.33,1,송파구 잠실동 101-1,37.5068649,127.073142
2011,11680,강남구,11500,수서동,1,대지,747,0,삼성,2011-02-08,68000,84.97,4.0,1997.0,아파트,2011,2,800.28,242.09,1,강남구 수서동 747,37.4848958,127.0906778
2012,11560,영등포구,10800,영등포동7가,1,대지,94,64,영등포 리버텔,2012-09-25,10968,27.75,6.0,2004.0,오피스텔,2012,9,395.24,119.56,1,영등포구 영등포동7가 94-64,37.5251892,126.9107978
2019,11290,성북구,13500,종암동,1,대지,9,42,천우네오젠,2019-07-03,25800,42.42,2.0,2014.0,연립다세대,2019,7,608.2,183.98,1,성북구 종암동 9-42,37.59772660000001,127.0378266
2022,11680,강남구,10800,논현동,1,대지,260,13,논현아펠바움2차(5단지),2022-05-12,495000,243.28,2.0,2011.0,연립다세대,2022,5,2034.69,615.49,1,강남구 논현동 260-13,37.5124707,127.0366571
2015,11350,노원구,10500,상계동,1,대지,691,0,상계주공7(고층),2015-06-30,27500,49.94,1.0,1988.0,아파트,2015,6,550.66,166.57,1,노원구 상계동 691,37.6601568,127.0623087
2015,11350,노원구,10300,공릉동,1,대지,756,0,신성미소지움아파트,2014-12-01,33000,84.93,4.0,2004.0,아파트,2014,12,388.56,117.54,1,노원구 공릉동 756,37.624961,127.0810338
2015,11320,도봉구,10700,창동,1,대지,347,0,창동주공3단지(해등마을),2015-01-25,22900,49.94,8.0,1990.0,아파트,2015,1,458.55,138.71,1,도봉구 창동 347,37.6500627,127.0442013
2017,11710,송파구,10300,풍납동,1,대지,233,26,솔뱅하우스,2017-05-17,10000,15.04,2.0,2011.0,연립다세대,2017,5,664.89,201.13,1,송파구 풍납동 233-26,37.5314501,127.1168362
2012,11320,도봉구,10600,방학동,1,대지,615,26,진한하이빌 C동,2012-05-24,17700,53.5,4.0,2012.0,연립다세대,2012,5,330.84,100.08,1,도봉구 방학동 615-26,37.6676052,127.032364
2020,11440,마포구,10400,도화동,1,대지,559,0,마포트라팰리스,2020-01-31,89000,92.91,30.0,2006.0,오피스텔,2020,1,957.92,289.77,1,마포구 도화동 559,37.54144,126.9472233
2020,11305,강북구,10100,미아동,1,대지,215,6,힐트리움J클래스,2020-11-20,29300,38.44,4.0,2017.0,연립다세대,2020,11,762.23,230.57,1,강북구 미아동 215-6,37.6284909,127.0238937
2016,11440,마포구,12700,상암동,1,대지,1637,0,상암월드컵파크2단지,2016-04-16,49400,59.84,16.0,2003.0,아파트,2016,4,825.53,249.72,1,마포구 상암동 1637,37.57483939999999,126.8915772
2012,11680,강남구,10800,논현동,1,대지,138,16,무명(138-16),2011-12-05,29256,60.12,3.0,1993.0,연립다세대,2011,12,486.63,147.2,1,강남구 논현동 138-16,37.5099666,127.0259255
2014,11200,성동구,10700,행당동,1,대지,347,0,대림e-편한세상,2014-10-20,38800,59.96,10.0,2000.0,아파트,2014,10,647.1,195.75,1,성동구 행당동 347,37.5579013,127.0271186
