접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),층,건축년도,건물용도,계약년도,계약월,면적당매매가,평당매매가,거래량,주소,위도,경도
2011,11710,송파구,10700,가락동,1,대지,479,0,시영1,2011-01-13,52000,40.09,4.0,1980.0,아파트,2011,1,1297.08,392.37,1,송파구 가락동 479,37.4956865,127.1184047
2018,11545,금천구,10200,독산동,1,대지,335,3,독산에스하임가동나동,2018-05-04,24250,46.95,5.0,2018.0,연립다세대,2018,5,516.51,156.24,1,금천구 독산동 335-3,37.4716712,126.8902247
2019,11680,강남구,11200,자곡동,3,블럭,4,0,강남한양수자인(4단지),2019-10-31,133600,84.89,3.0,2014.0,아파트,2019,10,1573.8,476.07,1,강남구 자곡동 4,37.4794633,127.1000289
2020,11500,강서구,10300,화곡동,1,대지,354,21,크리스탈빌(354-21),2020-08-06,15700,29.1,3.0,2014.0,연립다세대,2020,8,539.52,163.2,1,강서구 화곡동 354-21,37.5332998,126.8411643
2019,11710,송파구,10600,삼전동,1,대지,61,16,광미빌라,2019-10-23,23000,17.47,2.0,2017.0,연립다세대,2019,10,1316.54,398.25,1,송파구 삼전동 61-16,37.5024835,127.0917023
2015,11740,강동구,10700,암사동,1,대지,482,9,한강하이빌(482-9),2015-05-13,20500,37.85,3.0,2011.0,연립다세대,2015,5,541.61,163.84,1,강동구 암사동 482-9,37.550564,127.1329642
2013,11410,서대문구,11100,홍제동,1,대지,460,0,인왕산현대,2013-12-09,52000,114.72,13.0,2000.0,아파트,2013,12,453.28,137.12,1,서대문구 홍제동 460,37.5855294,126.9508205
2011,11500,강서구,10300,화곡동,1,대지,46,105,성주빌라B동(46-105),2011-08-03,15000,62.04,2.0,1995.0,연립다세대,2011,8,241.78,73.14,1,강서구 화곡동 46-105,37.5446362,126.8483772
2016,11410,서대문구,11800,홍은동,1,대지,361,42,현대주택(361-42),2016-04-02,9000,28.47,-1.0,1986.0,연립다세대,2016,4,316.12,95.63,1,서대문구 홍은동 361-42,37.5834068,126.9257242
2021,11215,광진구,10300,구의동,1,대지,206,50,삼성훼밀리타운(106동),2021-07-12,38000,67.22,2.0,2002.0,연립다세대,2021,7,565.31,171.01,1,광진구 구의동 206-50,37.5420566,127.093506
2018,11170,용산구,13100,한남동,1,대지,810,0,한남더힐,2018-05-04,435000,233.06,8.0,2011.0,아파트,2018,5,1866.47,564.61,1,용산구 한남동 810,37.5369714,127.0094904
2022,11320,도봉구,10700,창동,1,대지,544,7,대우빌라,2022-04-07,23400,24.36,4.0,1996.0,연립다세대,2022,4,960.59,290.58,1,도봉구 창동 544-7,37.6367529,127.0389871
2022,11470,양천구,10300,신월동,1,대지,1011,1,궁전빌라,2022-06-15,25000,39.77,2.0,1988.0,연립다세대,2022,6,628.61,190.16,1,양천구 신월동 1011-1,37.5152102,126.837169
2022,11290,성북구,13300,정릉동,1,대지,780,0,"산장아파트가동,나동",2022-04-22,45000,52.89,7.0,1977.0,아파트,2022,4,850.82,257.37,1,성북구 정릉동 780,37.6167336,127.0022135
2014,11380,은평구,10400,갈현동,1,대지,538,0,미미,2014-07-07,22600,59.6,9.0,1997.0,아파트,2014,7,379.19,114.71,1,은평구 갈현동 538,37.6189698,126.9135279
2021,11530,구로구,10200,구로동,1,대지,743,46,(743-46),2021-08-12,25500,56.41,2.0,1996.0,연립다세대,2021,8,452.05,136.74,1,구로구 구로동 743-46,37.4886725,126.8868122
2022,11215,광진구,10100,중곡동,1,대지,123,2,한울피렌체(123-2),2022-01-11,27000,21.9,5.0,2015.0,연립다세대,2022,1,1232.88,372.95,1,광진구 중곡동 123-2,37.55739459999999,127.087728
2012,11710,송파구,10700,가락동,1,대지,142,0,풍림1,2012-03-23,27800,59.94,1.0,1995.0,아파트,2012,3,463.8,140.3,1,송파구 가락동 142,37.4955833,127.1264076
2011,11545,금천구,10300,시흥동,1,대지,999,1,산호시티빌,2011-02-07,15400,41.58,8.0,2003.0,아파트,2011,2,370.37,112.04,1,금천구 시흥동 999-1,37.4561179,126.8995349
2022,11215,광진구,10300,구의동,1,대지,631,1,현대프라임,2022-05-10,115000,59.82,17.0,1997.0,아파트,2022,5,1922.43,581.54,1,광진구 구의동 631-1,37.53739729999999,127.0976212
2022,11710,송파구,11100,방이동,1,대지,89,0,올림픽선수기자촌1단지,2022-03-19,242000,83.06,13.0,1988.0,아파트,2022,3,2913.56,881.35,1,송파구 방이동 89,37.5175612,127.1363717
2020,11170,용산구,12900,이촌동,1,대지,411,0,동아그린,2020-12-03,104000,59.58,13.0,1999.0,아파트,2020,12,1745.55,528.03,1,용산구 이촌동 411,37.5239353,126.9580329
2015,11140,중구,16300,흥인동,1,대지,13,1,청계천두산위브더제니스,2015-06-11,99003,145.65,32.0,0.0,아파트,2015,6,679.73,205.62,1,중구 흥인동 13-1,37.5668612,127.0171104
2015,11470,양천구,10300,신월동,1,대지,447,3,상아아름,2015-04-16,23800,67.74,10.0,2005.0,아파트,2015,4,351.34,106.28,1,양천구 신월동 447-3,37.5253138,126.8416535
2012,11290,성북구,10700,동소문동4가,1,대지,163,0,양지빌라트(163-0),2012-03-12,23500,61.92,2.0,2002.0,연립다세대,2012,3,379.52,114.81,1,성북구 동소문동4가 163,37.5921485,127.0114699
2011,11305,강북구,10300,수유동,1,대지,469,308,계명주택(B),2011-02-22,15600,52.26,2.0,2004.0,연립다세대,2011,2,298.51,90.3,1,강북구 수유동 469-308,37.6330272,127.0143037
2017,11320,도봉구,10600,방학동,1,대지,718,7,이에스에이아파트1,2017-09-30,39800,84.98,8.0,2003.0,아파트,2017,9,468.35,141.67,1,도봉구 방학동 718-7,37.6686593,127.0455151
2011,11680,강남구,10100,역삼동,1,대지,695,9,구정빌딩,2011-08-25,10700,33.34,3.0,2002.0,연립다세대,2011,8,320.94,97.08,1,강남구 역삼동 695-9,37.50596540000001,127.0462142
2020,11530,구로구,10100,신도림동,1,대지,639,0,우성2,2020-12-03,105000,84.82,12.0,1996.0,아파트,2020,12,1237.92,374.47,1,구로구 신도림동 639,37.5121762,126.8854806
2022,11410,서대문구,11900,북가좌동,1,대지,5,115,백명하이츠빌라(5-115),2022-09-03,24500,63.64,3.0,1995.0,연립다세대,2022,9,384.98,116.46,1,서대문구 북가좌동 5-115,37.5810055,126.9161044
2013,11500,강서구,10900,방화동,1,대지,860,0,마곡서광(치현마을),2013-09-06,22500,59.67,15.0,1998.0,아파트,2013,9,377.07,114.06,1,강서구 방화동 860,37.5793085,126.8192982
2014,11170,용산구,12900,이촌동,1,대지,300,301,삼익,2014-12-15,71500,104.86,6.0,1979.0,아파트,2014,12,681.86,206.26,1,용산구 이촌동 300-301,37.5184619,126.9760381
2020,11260,중랑구,10100,면목동,1,대지,1522,0,두산4,2020-06-25,70000,84.86,11.0,2000.0,아파트,2020,6,824.89,249.53,1,중랑구 면목동 1522,37.5788731,127.0822615
2014,11170,용산구,10700,동자동,1,대지,45,0,센트레빌아스테리움서울,2014-05-08,147450,181.5,33.0,2013.0,아파트,2014,5,812.4,245.75,1,용산구 동자동 45,37.551671,126.9732103
2014,11680,강남구,10100,역삼동,1,대지,787,4,리츠빌,2014-09-16,41000,82.49,5.0,2003.0,아파트,2014,9,497.03,150.35,1,강남구 역삼동 787-4,37.4936125,127.0426707
2019,11500,강서구,10300,화곡동,1,대지,159,1,삼성주택,2019-02-08,19900,73.74,4.0,1999.0,연립다세대,2019,2,269.87,81.63,1,강서구 화곡동 159-1,37.5320843,126.851168
2020,11380,은평구,10800,역촌동,1,대지,50,1,현대아트빌라,2020-10-26,20000,53.45,1.0,2001.0,연립다세대,2020,10,374.18,113.19,1,은평구 역촌동 50-1,37.6068033,126.9125733
2019,11215,광진구,10300,구의동,1,대지,56,6,한솔아파트,2019-10-16,49000,91.98,5.0,2002.0,아파트,2019,10,532.72,161.15,1,광진구 구의동 56-6,37.5507673,127.0925038
2014,11290,성북구,10300,돈암동,1,대지,642,0,돈암동 해피트리,2013-11-22,56687,143.13,9.0,2013.0,아파트,2013,11,396.05,119.81,1,성북구 돈암동 642,37.5979908,127.0116912
2022,11440,마포구,10300,신공덕동,1,대지,161,0,신공덕래미안3차,2022-05-20,142000,84.69,7.0,2003.0,아파트,2022,5,1676.7,507.2,1,마포구 신공덕동 161,37.5454786,126.9568968
2020,11560,영등포구,11000,여의도동,1,대지,26,0,S-TRENUE,2020-02-26,95000,107.17,25.0,2009.0,오피스텔,2020,2,886.44,268.15,1,영등포구 여의도동 26,37.5228981,126.9241006
2021,11740,강동구,10800,성내동,1,대지,420,49,강동서영스윗홈,2021-09-07,27050,27.85,3.0,2021.0,연립다세대,2021,9,971.27,293.81,1,강동구 성내동 420-49,37.5290271,127.1316449
2018,11350,노원구,10300,공릉동,1,대지,108,0,우방아파트,2018-04-14,33000,61.15,7.0,2000.0,아파트,2018,4,539.66,163.25,1,노원구 공릉동 108,37.6266495,127.0873143
2019,11545,금천구,10100,가산동,1,대지,769,0,두산,2019-08-25,39800,59.84,1.0,1998.0,아파트,2019,8,665.11,201.19,1,금천구 가산동 769,37.4760392,126.8917199
2011,11230,동대문구,10400,전농동,1,대지,6,0,전농우성,2011-10-22,30900,84.84,14.0,1992.0,아파트,2011,10,364.21,110.18,1,동대문구 전농동 6,37.57727149999999,127.0649582
2017,11560,영등포구,13200,신길동,1,대지,347,50,신길 뉴타운 IPARK,2017-05-15,50900,59.97,7.0,0.0,아파트,2017,5,848.76,256.75,1,영등포구 신길동 347-50,37.5052922,126.9043364
2022,11530,구로구,10600,고척동,1,대지,165,18,고척헤리츠,2022-08-11,25000,28.25,2.0,2019.0,연립다세대,2022,8,884.96,267.7,1,구로구 고척동 165-18,37.50479869999999,126.8547244
2021,11440,마포구,12500,성산동,1,대지,590,5,상암월드시티,2021-03-10,10900,16.52,4.0,2014.0,오피스텔,2021,3,659.81,199.59,1,마포구 성산동 590-5,37.5654336,126.9035228
2021,11440,마포구,12300,망원동,1,대지,414,103,진흥하임빌(414-103),2021-10-13,18000,22.8,3.0,2010.0,연립다세대,2021,10,789.47,238.82,1,마포구 망원동 414-103,37.5571534,126.9055747
2020,11710,송파구,10700,가락동,1,대지,128,7,요한빌라,2020-08-25,27000,53.28,3.0,1993.0,연립다세대,2020,8,506.76,153.29,1,송파구 가락동 128-7,37.4948635,127.1243697
2016,11440,마포구,10200,공덕동,1,대지,79,11,하나빌,2016-01-16,45500,67.3,2.0,2003.0,연립다세대,2016,1,676.08,204.51,1,마포구 공덕동 79-11,37.5490358,126.9575131
2015,11650,서초구,10700,반포동,1,대지,64,5,현대동궁아파트,2014-11-28,64500,82.35,9.0,1991.0,아파트,2014,11,783.24,236.93,1,서초구 반포동 64-5,37.50039599999999,127.0020843
2022,11650,서초구,10700,반포동,1,대지,20,43,반포자이,2022-02-22,350000,85.0,22.0,2009.0,아파트,2022,2,4117.65,1245.59,1,서초구 반포동 20-43,37.5066137,127.0140157
2022,11500,강서구,10300,화곡동,1,대지,24,120,경신빌라,2022-05-25,55000,53.42,3.0,1993.0,연립다세대,2022,5,1029.58,311.45,1,강서구 화곡동 24-120,37.5458375,126.8461427
2015,11620,관악구,10100,봉천동,1,대지,1692,7,일영하이츠빌라,2015-11-18,21400,61.62,4.0,1997.0,연립다세대,2015,11,347.29,105.06,1,관악구 봉천동 1692-7,37.4758874,126.9696513
2012,11710,송파구,10200,신천동,1,대지,17,0,파크리오,2012-03-28,77000,84.9,11.0,2008.0,아파트,2012,3,906.95,274.35,1,송파구 신천동 17,37.5205362,127.1061511
2016,11500,강서구,10300,화곡동,1,대지,24,338,진솔빌라트,2016-01-23,23500,39.27,5.0,2015.0,연립다세대,2016,1,598.42,181.02,1,강서구 화곡동 24-338,37.5483157,126.8477795
2016,11650,서초구,10100,방배동,1,대지,920,10,가든빌라,2016-04-06,23800,39.5,1.0,1993.0,연립다세대,2016,4,602.53,182.27,1,서초구 방배동 920-10,37.482907,126.99324
2013,11380,은평구,10900,신사동,1,대지,355,0,현대2,2013-11-04,26750,84.83,10.0,1994.0,아파트,2013,11,315.34,95.39,1,은평구 신사동 355,37.5979254,126.9071079
2020,11530,구로구,10700,개봉동,1,대지,342,17,오복홈맨션(342-17),2020-06-16,26000,65.05,3.0,2004.0,연립다세대,2020,6,399.69,120.91,1,구로구 개봉동 342-17,37.48827050000001,126.8530751
2022,11545,금천구,10200,독산동,1,대지,1040,43,예인빌,2022-02-18,16000,23.92,2.0,2022.0,연립다세대,2022,2,668.9,202.34,1,금천구 독산동 1040-43,37.4660265,126.9037945
2018,11410,서대문구,11800,홍은동,1,대지,150,11,전원빌라,2018-08-10,23000,77.13,2.0,1994.0,연립다세대,2018,8,298.2,90.2,1,서대문구 홍은동 150-11,37.5966926,126.9410906
2022,11545,금천구,10200,독산동,1,대지,1006,191,(1006-191),2022-02-12,10803,17.25,3.0,2012.0,연립다세대,2022,2,626.26,189.44,1,금천구 독산동 1006-191,37.4655564,126.8924141
2019,11440,마포구,10900,염리동,1,대지,507,0,마포프레스티지자이,2019-06-22,100000,59.9,7.0,0.0,아파트,2019,6,1669.45,505.01,1,마포구 염리동 507,37.5491616,126.9472617
2012,11710,송파구,11100,방이동,1,대지,22,5,잠실리시온,2012-09-07,41000,53.3,8.0,2004.0,오피스텔,2012,9,769.23,232.69,1,송파구 방이동 22-5,37.5146462,127.1074228
2015,11545,금천구,10300,시흥동,1,대지,977,11,칠성(3),2015-02-25,26000,73.74,4.0,2003.0,아파트,2015,2,352.59,106.66,1,금천구 시흥동 977-11,37.4344328,126.9052101
2020,11710,송파구,11300,거여동,1,대지,293,0,거여4단지,2020-06-16,78000,59.73,12.0,1997.0,아파트,2020,6,1305.88,395.03,1,송파구 거여동 293,37.4892373,127.1438302
2017,11620,관악구,10100,봉천동,1,대지,1718,0,벽산블루밍,2016-12-17,36300,59.99,16.0,2005.0,아파트,2016,12,605.1,183.04,1,관악구 봉천동 1718,37.4892875,126.9447672
2013,11650,서초구,10700,반포동,1,대지,1,1,한신3차,2013-06-27,100900,108.89,2.0,1978.0,아파트,2013,6,926.62,280.3,1,서초구 반포동 1-1,37.5068005,126.9973098
2022,11560,영등포구,11000,여의도동,1,대지,21,1,서울,2022-07-19,555000,200.27,8.0,1976.0,아파트,2022,7,2771.26,838.31,1,영등포구 여의도동 21-1,37.52691310000001,126.931162
2019,11740,강동구,10500,길동,1,대지,369,5,동성빌라(C동),2019-09-23,77500,88.09,1.0,1985.0,연립다세대,2019,9,879.78,266.13,1,강동구 길동 369-5,37.5400669,127.1398682
2012,11650,서초구,10600,잠원동,1,대지,71,1,블루힐하우스,2012-11-02,70000,84.54,17.0,1999.0,아파트,2012,11,828.01,250.47,1,서초구 잠원동 71-1,37.5119228,127.0059779
2016,11620,관악구,10200,신림동,1,대지,630,7,아름채,2016-05-03,24900,38.71,6.0,2015.0,연립다세대,2016,5,643.24,194.58,1,관악구 신림동 630-7,37.4716345,126.9219178
2012,11320,도봉구,10600,방학동,1,대지,734,0,청구아파트,2012-03-07,30800,84.97,13.0,1994.0,아파트,2012,3,362.48,109.65,1,도봉구 방학동 734,37.6580108,127.0261432
2016,11320,도봉구,10700,창동,1,대지,804,0,대우,2016-07-30,33500,84.88,3.0,1995.0,아파트,2016,7,394.67,119.39,1,도봉구 창동 804,37.64237019999999,127.0375315
2020,11290,성북구,13900,석관동,1,대지,261,124,더샵 팰리스,2020-08-27,34300,41.54,2.0,2018.0,연립다세대,2020,8,825.71,249.78,1,성북구 석관동 261-124,37.6059732,127.0586639
2019,11530,구로구,10100,신도림동,1,대지,337,0,신도림1차푸르지오,2019-08-14,39500,50.68,23.0,2007.0,오피스텔,2019,8,779.4,235.77,1,구로구 신도림동 337,37.5094204,126.8877437
2017,11140,중구,16200,신당동,1,대지,844,0,남산타운,2017-04-12,59800,84.88,3.0,2002.0,아파트,2017,4,704.52,213.12,1,중구 신당동 844,37.5490132,127.0092806
2018,11620,관악구,10100,봉천동,1,대지,956,1,아르떼빌B,2018-03-19,34000,48.23,2.0,2016.0,연립다세대,2018,3,704.96,213.25,1,관악구 봉천동 956-1,37.4861306,126.937433
2017,11590,동작구,10700,사당동,1,대지,1155,0,대성유니드,2017-05-20,54000,84.93,4.0,2009.0,아파트,2017,5,635.82,192.33,1,동작구 사당동 1155,37.4933654,126.9752181
2017,11500,강서구,10200,등촌동,1,대지,365,217,해오름파크빌,2017-05-10,25000,64.2,3.0,2010.0,연립다세대,2017,5,389.41,117.8,1,강서구 등촌동 365-217,37.5511134,126.8605881
2012,11530,구로구,10200,구로동,1,대지,110,4,도림두산베어스타워,2012-05-11,26400,82.73,12.0,1997.0,아파트,2012,5,319.11,96.53,1,구로구 구로동 110-4,37.5010123,126.88964
2011,11440,마포구,10700,마포동,1,대지,136,1,한신오피스텔,2011-03-11,11500,41.66,14.0,1987.0,오피스텔,2011,3,276.04,83.5,1,마포구 마포동 136-1,37.5379078,126.9444349
2019,11680,강남구,10600,대치동,1,대지,316,0,은마,2019-10-04,213000,84.43,5.0,1979.0,아파트,2019,10,2522.8,763.15,1,강남구 대치동 316,37.4974176,127.0653272
2021,11440,마포구,12700,상암동,1,대지,1596,0,"상암DMC푸르지오시티, S-City",2021-07-15,58970,60.02,18.0,2017.0,오피스텔,2021,7,982.51,297.21,1,마포구 상암동 1596,37.5819653,126.8892157
2016,11740,강동구,10600,둔촌동,1,대지,174,1,둔촌주공3단지,2015-11-17,75500,96.75,3.0,1980.0,아파트,2015,11,780.36,236.06,1,강동구 둔촌동 174-1,37.5215436,127.1368448
2017,11500,강서구,10300,화곡동,1,대지,791,16,소담밸리스B동,2017-03-08,13500,29.75,5.0,2013.0,연립다세대,2017,3,453.78,137.27,1,강서구 화곡동 791-16,37.5308777,126.8598266
2013,11320,도봉구,10700,창동,1,대지,808,0,동아청솔,2013-11-19,29700,59.76,10.0,1997.0,아파트,2013,11,496.99,150.34,1,도봉구 창동 808,37.6572501,127.0483041
2014,11740,강동구,10100,명일동,1,대지,48,7,서희스타힐스,2014-03-03,26806,49.99,7.0,2012.0,오피스텔,2014,3,536.23,162.21,1,강동구 명일동 48-7,37.5522707,127.1557458
2021,11710,송파구,10800,문정동,1,대지,624,0,송파 아이파크,2021-04-15,22000,25.87,13.0,2015.0,오피스텔,2021,4,850.41,257.25,1,송파구 문정동 624,37.4798679,127.1217483
2015,11410,서대문구,11000,북아현동,1,대지,174,0,아현역　푸르지오,2015-09-13,56000,59.88,7.0,0.0,아파트,2015,9,935.2,282.9,1,서대문구 북아현동 174,37.56241680000001,126.9543856
2018,11305,강북구,10100,미아동,1,대지,1357,0,삼각산아이원,2018-03-01,42600,84.71,19.0,2003.0,아파트,2018,3,502.89,152.12,1,강북구 미아동 1357,37.6152259,127.0181273
2015,11320,도봉구,10700,창동,1,대지,821,0,초안산신도브래뉴,2015-04-11,27000,59.91,13.0,2005.0,아파트,2015,4,450.68,136.33,1,도봉구 창동 821,37.6334326,127.0425556
2015,11500,강서구,10900,방화동,1,대지,620,214,(620-214)	,2015-03-28,10000,27.37,3.0,2011.0,오피스텔,2015,3,365.36,110.52,1,강서구 방화동 620-214,37.5627111,126.8071955
2021,11620,관악구,10100,봉천동,1,대지,100,269,광일드림빌,2021-08-07,25000,56.92,1.0,2002.0,연립다세대,2021,8,439.21,132.86,1,관악구 봉천동 100-269,37.4816669,126.9605639
2016,11350,노원구,10600,중계동,1,대지,360,16,주공10,2016-06-01,35000,58.14,6.0,1995.0,아파트,2016,6,602.0,182.1,1,노원구 중계동 360-16,37.6480941,127.0732807
2021,11500,강서구,10300,화곡동,1,대지,367,1,파크아리온,2021-11-15,33700,28.62,9.0,2021.0,오피스텔,2021,11,1177.5,356.19,1,강서구 화곡동 367-1,37.5374305,126.8402257
2018,11620,관악구,10200,신림동,1,대지,687,3,청솔맨션,2018-06-11,24000,85.41,1.0,1998.0,연립다세대,2018,6,281.0,85.0,1,관악구 신림동 687-3,37.4657581,126.9194395
2020,11560,영등포구,10200,영등포동1가,1,대지,29,0,여의도의아침,2020-05-01,12500,12.38,9.0,2012.0,연립다세대,2020,5,1009.69,305.43,1,영등포구 영등포동1가 29,37.5183201,126.9143765
2020,11710,송파구,11200,오금동,1,대지,67,0,아남,2020-06-25,93500,84.93,10.0,1992.0,아파트,2020,6,1100.91,333.02,1,송파구 오금동 67,37.5026861,127.1358418
2018,11110,종로구,17500,숭인동,1,대지,766,0,종로청계힐스테이트,2018-08-20,70500,84.95,16.0,2009.0,아파트,2018,8,829.9,251.04,1,종로구 숭인동 766,37.5760301,127.0211514
2013,11500,강서구,10300,화곡동,1,대지,814,2,에스엠벨리체11차,2013-03-08,23500,52.71,6.0,2012.0,연립다세대,2013,3,445.84,134.87,1,강서구 화곡동 814-2,37.5361297,126.8601215
2015,11200,성동구,10500,마장동,1,대지,818,0,현대,2015-04-09,31500,59.91,19.0,1998.0,아파트,2015,4,525.79,159.05,1,성동구 마장동 818,37.5694591,127.0425481
2015,11290,성북구,13300,정릉동,1,대지,908,0,에덴빌라,2015-09-02,11500,49.95,1.0,1989.0,연립다세대,2015,9,230.23,69.64,1,성북구 정릉동 908,37.6045064,127.000331
2022,11590,동작구,10900,신대방동,1,대지,360,87,허브그린빌,2022-06-21,36000,62.76,3.0,2009.0,연립다세대,2022,6,573.61,173.52,1,동작구 신대방동 360-87,37.4965261,126.9232523
2021,11290,성북구,13900,석관동,1,대지,92,2,시온스타빌,2021-12-29,52150,59.67,5.0,2021.0,연립다세대,2021,12,873.97,264.38,1,성북구 석관동 92-2,37.6066825,127.0666057
2020,11440,마포구,12300,망원동,1,대지,456,50,(456-50),2020-01-29,24500,33.57,-1.0,1997.0,연립다세대,2020,1,729.82,220.77,1,마포구 망원동 456-50,37.5539692,126.9005053
2019,11560,영등포구,11800,도림동,1,대지,39,6,(39-6),2019-11-27,27000,61.77,2.0,1986.0,연립다세대,2019,11,437.11,132.22,1,영등포구 도림동 39-6,37.5105548,126.908292
2017,11545,금천구,10200,독산동,1,대지,1147,0,금천롯데캐슬골드파크1차,2017-03-21,51716,84.81,29.0,0.0,아파트,2017,3,609.79,184.46,1,금천구 독산동 1147,37.4597517,126.8944606
2021,11500,강서구,10300,화곡동,1,대지,451,19,다담빌,2021-08-04,22000,51.63,3.0,2011.0,연립다세대,2021,8,426.11,128.9,1,강서구 화곡동 451-19,37.5330356,126.8515953
2018,11350,노원구,10600,중계동,1,대지,364,0,신안동진,2018-03-24,71000,101.99,6.0,1993.0,아파트,2018,3,696.15,210.58,1,노원구 중계동 364,37.6497527,127.0784681
2018,11650,서초구,10800,서초동,1,대지,1520,9,레미안서초6차(1520-9),2018-02-07,110000,108.49,7.0,2006.0,아파트,2018,2,1013.92,306.71,1,서초구 서초동 1520-9,37.4857299,127.0069563
2019,11710,송파구,10700,가락동,1,대지,478,0,송파동부쎈트레빌,2019-06-17,89900,84.98,1.0,2004.0,아파트,2019,6,1057.9,320.01,1,송파구 가락동 478,37.5004855,127.1091277
2022,11290,성북구,13900,석관동,1,대지,340,311,단독형(340-311),2022-02-17,12500,38.31,2.0,1989.0,연립다세대,2022,2,326.29,98.7,1,성북구 석관동 340-311,37.6051367,127.0521342
2022,11530,구로구,10600,고척동,1,대지,241,116,하늘사랑채5차B동,2022-08-12,25250,36.23,5.0,2022.0,연립다세대,2022,8,696.94,210.82,1,구로구 고척동 241-116,37.5058053,126.8481115
2018,11680,강남구,10100,역삼동,1,대지,705,1,빅토리아오피스텔,2018-11-07,23000,35.28,6.0,1992.0,오피스텔,2018,11,651.93,197.21,1,강남구 역삼동 705-1,37.50457979999999,127.0470626
2022,11560,영등포구,10800,영등포동7가,1,대지,46,1,경남아너스빌,2022-04-05,95900,59.9,4.0,1998.0,아파트,2022,4,1601.0,484.3,1,영등포구 영등포동7가 46-1,37.5239604,126.9027071
2011,11470,양천구,10100,신정동,1,대지,1318,0,이펜하우스5단지,2011-08-04,48758,114.73,13.0,2011.0,아파트,2011,8,424.98,128.56,1,양천구 신정동 1318,37.5107561,126.8332798
2020,11740,강동구,11000,강일동,1,대지,717,0,고덕리엔파크2단지,2020-07-05,117000,114.97,12.0,2011.0,아파트,2020,7,1017.66,307.84,1,강동구 강일동 717,37.5595966,127.1730869
2013,11410,서대문구,12000,남가좌동,1,대지,381,0,DMC센트레빌,2013-04-22,44800,84.87,4.0,2009.0,아파트,2013,4,527.87,159.68,1,서대문구 남가좌동 381,37.5759735,126.9156593
2012,11650,서초구,10100,방배동,1,대지,424,28,롯데캐슬아르떼,2012-05-01,75200,59.97,18.0,0.0,아파트,2012,5,1253.96,379.32,1,서초구 방배동 424-28,37.4836227,126.9844468
2021,11380,은평구,10300,불광동,1,대지,136,9,아이반타운,2021-09-11,34900,29.18,5.0,2020.0,연립다세대,2021,9,1196.02,361.8,1,은평구 불광동 136-9,37.62162319999999,126.9282623
2011,11380,은평구,10300,불광동,1,대지,550,0,롯데캐슬(불광4구역),2011-08-08,35000,59.99,7.0,0.0,아파트,2011,8,583.43,176.49,1,은평구 불광동 550,37.6191594,126.9355669
2017,11650,서초구,10200,양재동,1,대지,245,0,효창빌라,2017-06-27,34000,47.58,2.0,1996.0,연립다세대,2017,6,714.59,216.16,1,서초구 양재동 245,37.4727596,127.0407425
2021,11260,중랑구,10400,묵동,1,대지,235,32,도원휴먼빌,2021-11-12,16000,20.1,2.0,2021.0,연립다세대,2021,11,796.02,240.8,1,중랑구 묵동 235-32,37.6148225,127.0743264
2022,11320,도봉구,10700,창동,1,대지,578,59,힐트리움A동,2022-05-24,22350,43.8,3.0,2016.0,연립다세대,2022,5,510.27,154.36,1,도봉구 창동 578-59,37.6388204,127.0367164
2022,11200,성동구,12200,용답동,1,대지,226,2,더플러스용답1,2022-10-17,45000,54.81,3.0,2022.0,연립다세대,2022,10,821.02,248.36,1,성동구 용답동 226-2,37.5617191,127.0579226
2014,11320,도봉구,10700,창동,1,대지,38,0,주공17단지,2014-04-12,12000,36.16,3.0,1989.0,아파트,2014,4,331.86,100.39,1,도봉구 창동 38,37.6442061,127.0533829
2015,11350,노원구,10200,월계동,1,대지,436,0,동신,2015-05-20,36300,104.36,7.0,1983.0,아파트,2015,5,347.83,105.22,1,노원구 월계동 436,37.6175521,127.0612663
2018,11530,구로구,10200,구로동,1,대지,97,5,SR친오애,2018-10-18,42000,84.97,6.0,2009.0,아파트,2018,10,494.29,149.52,1,구로구 구로동 97-5,37.4966014,126.8921745
2022,11680,강남구,11400,일원동,1,대지,611,1,디에이치자이개포,2022-08-25,150000,84.72,23.0,2021.0,아파트,2022,8,1770.54,535.59,1,강남구 일원동 611-1,37.4880579,127.0828672
2022,11440,마포구,12300,망원동,1,대지,431,10,탑그린빌,2022-03-28,57500,85.55,3.0,2002.0,연립다세대,2022,3,672.12,203.32,1,마포구 망원동 431-10,37.558161,126.9000695
2020,11560,영등포구,13200,신길동,1,대지,240,16,힐스테이트 클래시안,2019-12-09,104000,59.91,18.0,0.0,아파트,2019,12,1735.94,525.12,1,영등포구 신길동 240-16,37.5060633,126.9136167
2015,11500,강서구,10500,마곡동,1,대지,717,0,마곡금호어울림,2015-07-15,42750,84.95,15.0,2005.0,아파트,2015,7,503.24,152.23,1,강서구 마곡동 717,37.5746292,126.8376291
2020,11230,동대문구,10900,휘경동,1,대지,49,5,서울가든,2020-07-12,45300,71.53,8.0,1985.0,아파트,2020,7,633.3,191.57,1,동대문구 휘경동 49-5,37.5841611,127.0710925
2021,11260,중랑구,10300,중화동,1,대지,332,140,드림하이빌,2021-05-02,20500,29.9,5.0,2017.0,연립다세대,2021,5,685.62,207.4,1,중랑구 중화동 332-140,37.6046182,127.0747677
