접수년도,자치구코드,자치구명,법정동코드,법정동명,지번구분코드,지번구분,본번,부번,층,계약일,전월세구분,임대면적,보증금(만원),임대료(만원),건물명,건축년도,건물용도,주소,위도,경도,제곱미터당전세가,평당전세가
2018,11350,노원구,10600,중계동,1,대지,435,1,2.0,20180326,월세,84.34,10000,65,중계현대2,1991.0,아파트,노원구 중계동 435-1,37.655891,127.073994,118.57,35.87
2020,11350,노원구,10400,하계동,1,대지,288,0,12.0,20200113,전세,84.9,48000,0,하계2현대,1997.0,아파트,노원구 하계동 288,37.6446072,127.0720589,565.37,171.02
2015,11530,구로구,10200,구로동,1,대지,650,4,12.0,20150214,월세,76.9,9000,65,SK 허브수,2005.0,오피스텔,구로구 구로동 650-4,37.4958807,126.8727228,117.04,35.4
2013,11200,성동구,11500,성수동2가,1,대지,277,37,9.0,20130730,월세,28.08,2000,50,성원상떼뷰오피스텔,2003.0,오피스텔,성동구 성수동2가 277-37,37.5436961,127.0625164,71.23,21.55
2022,11590,동작구,10200,상도동,1,대지,536,0,5.0,20220402,전세,84.97,63000,0,상도효성해링턴플레이스,2016.0,아파트,동작구 상도동 536,37.5057509,126.9421277,741.44,224.29
2011,11215,광진구,10300,구의동,1,대지,199,18,18.0,20110207,전세,141.78,38000,0,삼성쉐르빌,2001.0,아파트,광진구 구의동 199-18,37.5399001,127.0948193,268.02,81.08
2013,11560,영등포구,10800,영등포동7가,1,대지,94,51,11.0,20130710,월세,16.98,1000,55,훼미리하우스117,2012.0,아파트,영등포구 영등포동7가 94-51,37.5257944,126.9087898,58.89,17.82
2020,11650,서초구,10100,방배동,1,대지,770,1,11.0,20201207,전세,81.39,37800,0,삼호1동~3동,1975.0,아파트,서초구 방배동 770-1,37.4952076,126.9871266,464.43,140.49
2020,11710,송파구,10300,풍납동,1,대지,398,8,2.0,20200210,월세,21.73,5000,30,프라임빌,2012.0,연립다세대,송파구 풍납동 398-8,37.5281077,127.1160317,230.1,69.6
2018,11710,송파구,10600,삼전동,1,대지,58,9,2.0,20181026,전세,29.88,22000,0,아름드리빌,2016.0,연립다세대,송파구 삼전동 58-9,37.5016146,127.0906206,736.28,222.72
2018,11710,송파구,10800,문정동,1,대지,652,5,5.0,20181029,월세,22.4,1000,63,문정 아이파크,2017.0,오피스텔,송파구 문정동 652-5,37.4855846,127.1225635,44.64,13.5
2022,11215,광진구,10400,광장동,1,대지,218,1,7.0,20220625,전세,126.94,110000,0,극동1,1985.0,아파트,광진구 광장동 218-1,37.5431583,127.1041888,866.55,262.13
2013,11305,강북구,10200,번동,1,대지,459,1,2.0,20130202,전세,38.74,14000,0,우연리치빌,2012.0,연립다세대,강북구 번동 459-1,37.6390459,127.0314788,361.38,109.32
2013,11710,송파구,10500,석촌동,1,대지,15,0,6.0,20130706,전세,29.19,8000,0,백제24시찜질방인삼사우나,2004.0,오피스텔,송파구 석촌동 15,37.5028733,127.0989868,274.07,82.91
2014,11680,강남구,10300,개포동,1,대지,1179,6,3.0,20140524,전세,44.28,17500,0,베네스트빌,2002.0,연립다세대,강남구 개포동 1179-6,37.4745577,127.0535792,395.21,119.55
2015,11440,마포구,10300,신공덕동,1,대지,15,80,5.0,20150523,월세,18.53,3000,50,공덕프로포즈Ⅱ,2015.0,오피스텔,마포구 신공덕동 15-80,37.5450194,126.9550263,161.9,48.97
2013,11350,노원구,10500,상계동,1,대지,172,0,12.0,20130315,전세,59.67,15000,0,상계대림,1989.0,아파트,노원구 상계동 172,37.6630427,127.0745157,251.38,76.04
2022,11350,노원구,10600,중계동,1,대지,364,12,7.0,20220805,월세,44.1,2000,85,주공6,1993.0,아파트,노원구 중계동 364-12,37.6486525,127.0783076,45.35,13.72
2022,11140,중구,16500,황학동,1,대지,970,0,5.0,20220421,전세,27.69,33500,0,다베로,2021.0,오피스텔,중구 황학동 970,37.5674405,127.0226326,1209.82,365.97
2014,11230,동대문구,10600,장안동,1,대지,329,2,3.0,20140415,전세,59.93,28000,0,장안힐스테이트,2007.0,아파트,동대문구 장안동 329-2,37.5759642,127.0753503,467.21,141.33
2021,11200,성동구,12200,용답동,1,대지,238,12,14.0,20210209,월세,21.9,12000,10,서희스타힐스리버파크,2016.0,오피스텔,성동구 용답동 238-12,37.5597652,127.069446,547.95,165.75
2017,11530,구로구,10100,신도림동,1,대지,642,0,7.0,20170816,월세,59.88,3500,115,대림1,1999.0,아파트,구로구 신도림동 642,37.5058446,126.8805908,58.45,17.68
2016,11650,서초구,10100,방배동,1,대지,866,20,6.0,20160509,월세,29.6,3000,75,방배대우디오빌,2005.0,아파트,서초구 방배동 866-20,37.4860436,126.9842011,101.35,30.66
2012,11710,송파구,11400,마천동,1,대지,582,0,1.0,20121217,전세,114.84,26000,0,송파파크데일1단지,2011.0,아파트,송파구 마천동 582,37.498957,127.1591102,226.4,68.49
2020,11740,강동구,10500,길동,1,대지,72,1,5.0,20200706,전세,27.06,30000,0,선우빌2,2019.0,연립다세대,강동구 길동 72-1,37.5428764,127.1482535,1108.65,335.37
2017,11350,노원구,10500,상계동,1,대지,637,0,11.0,20171221,전세,49.94,17500,0,상계주공13(고층),1989.0,아파트,노원구 상계동 637,37.6676716,127.0622596,350.42,106.0
2016,11680,강남구,11000,압구정동,1,대지,448,0,9.0,20160926,전세,108.47,60000,0,현대13차(208~211동),1983.0,아파트,강남구 압구정동 448,37.5302322,127.0273365,553.15,167.33
2012,11710,송파구,10400,송파동,1,대지,57,12,2.0,20120331,전세,57.51,18000,0,호수하우스A,1991.0,연립다세대,송파구 송파동 57-12,37.5110669,127.1086964,312.99,94.68
2015,11350,노원구,10300,공릉동,1,대지,742,0,2.0,20150703,월세,84.66,10000,60,효성아파트,1995.0,아파트,노원구 공릉동 742,37.62107840000001,127.0885654,118.12,35.73
2020,11350,노원구,10500,상계동,1,대지,680,0,15.0,20200910,전세,84.97,65000,0,포레나노원,2020.0,아파트,노원구 상계동 680,37.6640252,127.0622935,764.98,231.41
2012,11560,영등포구,13300,대림동,1,대지,718,11,2.0,20121030,전세,17.62,5500,0,동양스위트빌,2011.0,연립다세대,영등포구 대림동 718-11,37.4954064,126.8984822,312.15,94.42
2018,11380,은평구,10500,구산동,1,대지,546,0,3.0,20180901,전세,84.62,31500,0,대림e-편한세상2,2004.0,아파트,은평구 구산동 546,37.612436,126.9058075,372.25,112.61
2021,11500,강서구,10900,방화동,1,대지,832,0,6.0,20210503,전세,59.04,26000,0,청솔,1994.0,아파트,강서구 방화동 832,37.5756306,126.8129654,440.38,133.21
2011,11440,마포구,10200,공덕동,1,대지,457,0,14.0,20111112,전세,114.98,46000,0,공덕3삼성래미안,2004.0,아파트,마포구 공덕동 457,37.5482976,126.9519168,400.07,121.02
2016,11680,강남구,11000,압구정동,1,대지,369,1,7.0,20161103,전세,160.29,130000,0,"현대2차(10,11,20,23,24,25동)",1976.0,아파트,강남구 압구정동 369-1,37.5330263,127.0279257,811.03,245.34
2017,11320,도봉구,10500,쌍문동,1,대지,56,0,10.0,20170818,월세,58.77,2000,70,삼익세라믹,1988.0,아파트,도봉구 쌍문동 56,37.6572508,127.0351747,34.03,10.29
2021,11650,서초구,10800,서초동,1,대지,1479,14,4.0,20210104,월세,32.5,7131,24,서리풀청년아트타운1차,2020.0,연립다세대,서초구 서초동 1479-14,37.4822147,127.0082353,219.42,66.37
2012,11215,광진구,10300,구의동,1,대지,631,1,28.0,20120609,전세,59.82,24000,0,현대프라임,1997.0,아파트,광진구 구의동 631-1,37.53739729999999,127.0976212,401.2,121.36
2019,11305,강북구,10200,번동,1,대지,446,57,9.0,20190113,월세,12.98,1000,50,파크에비뉴,2014.0,아파트,강북구 번동 446-57,37.63637420000001,127.0251564,77.04,23.31
2020,11680,강남구,10600,대치동,1,대지,984,11,1.0,20200708,전세,62.67,32000,0,경일빌라디동,1987.0,연립다세대,강남구 대치동 984-11,37.5011505,127.0664586,510.61,154.46
2021,11320,도봉구,10700,창동,1,대지,38,0,9.0,20210204,전세,36.16,10000,0,주공17단지,1989.0,아파트,도봉구 창동 38,37.6442061,127.0533829,276.55,83.66
2020,11350,노원구,10500,상계동,1,대지,1282,0,24.0,20200728,전세,59.82,29500,0,상계2차중앙하이츠,1998.0,아파트,노원구 상계동 1282,37.6549617,127.0683084,493.15,149.18
2017,11320,도봉구,10700,창동,1,대지,373,0,9.0,20170526,전세,41.3,14000,0,창동주공4단지,1991.0,아파트,도봉구 창동 373,37.6457208,127.0474634,338.98,102.54
2021,11560,영등포구,13200,신길동,1,대지,261,22,15.0,20211123,월세,13.74,1000,45,신길레전드힐스,2013.0,아파트,영등포구 신길동 261-22,37.5056127,126.9083641,72.78,22.02
2020,11740,강동구,10300,상일동,1,대지,490,0,11.0,20200422,전세,114.97,40400,0,고덕리엔파크3단지,2011.0,아파트,강동구 상일동 490,37.5524225,127.1753241,351.4,106.3
2019,11500,강서구,10500,마곡동,1,대지,795,2,13.0,20181215,전세,24.22,18000,0,마곡아이파크,2016.0,오피스텔,강서구 마곡동 795-2,37.5605794,126.8375938,743.19,224.81
2012,11320,도봉구,10700,창동,1,대지,30,0,9.0,20120313,월세,45.77,5500,30,창동주공18단지,1988.0,아파트,도봉구 창동 30,37.6467707,127.0519007,120.17,36.35
2016,11560,영등포구,13300,대림동,1,대지,1119,0,6.0,20160518,전세,84.87,29000,0,갑을명가,2005.0,아파트,영등포구 대림동 1119,37.4956731,126.9036971,341.7,103.36
2020,11410,서대문구,11800,홍은동,1,대지,463,0,8.0,20201215,전세,59.96,26000,0,동원베네스트,2012.0,아파트,서대문구 홍은동 463,37.5989624,126.9439751,433.62,131.17
2019,11650,서초구,10200,양재동,1,대지,388,5,3.0,20191201,월세,61.75,14000,40,휴먼시티빌라2,1996.0,연립다세대,서초구 양재동 388-5,37.4703366,127.0474156,226.72,68.58
2017,11710,송파구,10800,문정동,1,대지,53,15,2.0,20170325,월세,45.71,12000,35,문정스타뷰,2012.0,연립다세대,송파구 문정동 53-15,37.4880573,127.1223114,262.52,79.41
2020,11410,서대문구,12000,남가좌동,1,대지,388,0,18.0,20190829,월세,59.91,13590,20,DMC센트럴아이파크,2018.0,아파트,서대문구 남가좌동 388,37.5791313,126.9206681,226.84,68.62
2019,11320,도봉구,10700,창동,1,대지,804,0,10.0,20181130,전세,59.86,26000,0,대우,1995.0,아파트,도봉구 창동 804,37.64237019999999,127.0375315,434.35,131.39
2012,11710,송파구,10100,잠실동,1,대지,19,0,15.0,20121105,전세,119.93,66000,0,잠실엘스,2008.0,아파트,송파구 잠실동 19,37.5140688,127.0813814,550.32,166.47
2016,11680,강남구,10300,개포동,1,대지,12,0,2.0,20160727,월세,39.53,17000,30,삼익대청아파트,1992.0,아파트,강남구 개포동 12,37.4941844,127.0752156,430.05,130.09
2022,11500,강서구,10500,마곡동,1,대지,760,0,10.0,20220218,월세,22.17,1000,60,마곡나루역보타닉푸르지오시티,2017.0,오피스텔,강서구 마곡동 760,37.5673178,126.8270022,45.11,13.64
2014,11350,노원구,10500,상계동,1,대지,691,0,10.0,20130219,전세,58.01,15500,0,상계주공7(고층),1988.0,아파트,노원구 상계동 691,37.6601568,127.0623087,267.2,80.83
2020,11200,성동구,11000,금호동2가,1,대지,1,0,15.0,20200604,전세,84.98,71000,0,신금호파크자이,2016.0,아파트,성동구 금호동2가 1,37.5554459,127.018621,835.49,252.74
2021,11740,강동구,10700,암사동,1,대지,414,2,23.0,20210612,전세,102.34,87000,0,롯데캐슬퍼스트,2008.0,아파트,강동구 암사동 414-2,37.5564401,127.1420345,850.11,257.16
2011,11350,노원구,10500,상계동,1,대지,1256,0,1.0,20110415,전세,59.95,12000,0,은빛2단지,1998.0,아파트,노원구 상계동 1256,37.6799626,127.0535049,200.17,60.55
2011,11320,도봉구,10700,창동,1,대지,38,0,2.0,20110223,월세,36.16,3000,25,주공17단지,1989.0,아파트,도봉구 창동 38,37.6442061,127.0533829,82.96,25.1
2014,11305,강북구,10100,미아동,1,대지,160,3,16.0,20141130,전세,22.43,9000,0,수유역푸르지오시티,2014.0,오피스텔,강북구 미아동 160-3,37.6341881,127.0238611,401.25,121.38
2022,11545,금천구,10300,시흥동,1,대지,118,86,2.0,20220716,월세,21.78,1000,50,미림메르디앙,,오피스텔,금천구 시흥동 118-86,37.4543233,126.897926,45.91,13.89
2019,11140,중구,16800,순화동,1,대지,151,0,25.0,20190607,전세,84.9,57000,0,순화동더샵,2007.0,아파트,중구 순화동 151,37.5601765,126.9720654,671.38,203.09
2021,11500,강서구,10300,화곡동,1,대지,362,69,4.0,20210917,전세,69.92,23500,0,동영빌라(가),2003.0,연립다세대,강서구 화곡동 362-69,37.5334312,126.8398832,336.1,101.67
2018,11710,송파구,11400,마천동,1,대지,41,6,3.0,20180130,전세,56.71,15000,0,금동레스빌,2003.0,연립다세대,송파구 마천동 41-6,37.4995884,127.1467859,264.5,80.01
2017,11350,노원구,10500,상계동,1,대지,1270,0,8.0,20170310,전세,84.54,25000,0,금호타운,1995.0,아파트,노원구 상계동 1270,37.6672865,127.0688196,295.72,89.45
2020,11350,노원구,10500,상계동,1,대지,1304,0,2.0,20200213,전세,67.24,28000,0,대망드림힐1,2003.0,아파트,노원구 상계동 1304,37.6763789,127.0583623,416.42,125.97
2022,11350,노원구,10500,상계동,1,대지,670,0,12.0,20220107,전세,49.94,18900,0,상계주공9(고층),1988.0,아파트,노원구 상계동 670,37.663056,127.0600315,378.45,114.48
2020,11320,도봉구,10800,도봉동,1,대지,654,0,4.0,20200302,월세,105.98,500,70,동아에코빌,2003.0,아파트,도봉구 도봉동 654,37.6815159,127.0468996,4.72,1.43
2020,11710,송파구,10500,석촌동,1,대지,56,2,3.0,20201223,월세,35.63,5000,55,(56-2),2002.0,연립다세대,송파구 석촌동 56-2,37.5051001,127.1010983,140.33,42.45
2019,11560,영등포구,12600,양평동2가,1,대지,1,2,9.0,20190824,전세,79.75,33000,0,양평동월드메르디앙오피스텔,2005.0,오피스텔,영등포구 양평동2가 1-2,37.5213286,126.884528,413.79,125.17
2011,11620,관악구,10200,신림동,1,대지,598,48,-1.0,20110502,월세,32.49,500,35,진주빌라(598-48),1994.0,연립다세대,관악구 신림동 598-48,37.4773953,126.9207122,15.39,4.66
2018,11350,노원구,10400,하계동,1,대지,288,0,2.0,20171216,전세,75.35,36000,0,하계2현대,1997.0,아파트,노원구 하계동 288,37.6446072,127.0720589,477.77,144.53
2020,11620,관악구,10200,신림동,1,대지,254,301,3.0,20200830,전세,84.6,35000,0,(254-301),1991.0,연립다세대,관악구 신림동 254-301,37.4658865,126.9342765,413.71,125.15
2012,11500,강서구,10600,내발산동,1,대지,734,0,1.0,20120131,전세,84.45,24000,0,우장산월드메르디앙,2005.0,아파트,강서구 내발산동 734,37.5543829,126.8382337,284.19,85.97
2018,11215,광진구,10400,광장동,1,대지,566,0,7.0,20181201,월세,59.95,25000,50,청구,1996.0,아파트,광진구 광장동 566,37.5424654,127.0962926,417.01,126.15
2021,11710,송파구,10900,장지동,1,대지,905,0,4.0,20211213,월세,39.79,7255,14,위례포레샤인23단지,2017.0,아파트,송파구 장지동 905,37.4763763,127.13534,182.33,55.16
2015,11620,관악구,10100,봉천동,1,대지,883,6,3.0,20150819,월세,17.99,1000,70,IP TOWER,2010.0,오피스텔,관악구 봉천동 883-6,37.4811855,126.9483684,55.59,16.81
2011,11290,성북구,11400,삼선동4가,1,대지,73,0,9.0,20110830,전세,84.87,22000,0,코오롱,1999.0,아파트,성북구 삼선동4가 73,37.59033489999999,127.0126811,259.22,78.41
2012,11500,강서구,10900,방화동,1,대지,869,0,6.0,20120114,전세,57.17,15000,0,신안네트빌2단지,2002.0,아파트,강서구 방화동 869,37.5702401,126.8096148,262.38,79.37
2015,11710,송파구,10800,문정동,1,대지,35,10,4.0,20150613,전세,45.32,16000,0,레제스빌,2002.0,연립다세대,송파구 문정동 35-10,37.4871718,127.1262079,353.05,106.8
2012,11230,동대문구,10600,장안동,1,대지,94,27,5.0,20120703,전세,35.13,10000,0,maru,2003.0,연립다세대,동대문구 장안동 94-27,37.5815123,127.0707096,284.66,86.11
2022,11305,강북구,10300,수유동,1,대지,740,0,9.0,20220203,월세,17.64,1000,70,에피소드수유838,2021.0,아파트,강북구 수유동 740,37.6383275,127.0073721,56.69,17.15
2014,11350,노원구,10600,중계동,1,대지,364,12,6.0,20140331,월세,44.1,11000,0,주공6,1993.0,아파트,노원구 중계동 364-12,37.6486525,127.0783076,249.43,75.45
2014,11350,노원구,10500,상계동,1,대지,720,0,12.0,20140322,월세,41.3,1000,57,상계주공6(고층),1988.0,아파트,노원구 상계동 720,37.6537972,127.0647488,24.21,7.32
2022,11170,용산구,11200,원효로1가,1,대지,134,0,4.0,20220621,월세,43.97,17344,73,용산원효루미니,2022.0,아파트,용산구 원효로1가 134,37.5399801,126.967447,394.45,119.32
2016,11650,서초구,10600,잠원동,1,대지,63,34,12.0,20160827,월세,81.05,48100,25,한신로얄,1992.0,아파트,서초구 잠원동 63-34,37.5135798,127.0093129,593.46,179.52
2015,11230,동대문구,10500,답십리동,1,대지,80,0,15.0,20150521,전세,59.74,26000,0,답십리청솔우성,2000.0,아파트,동대문구 답십리동 80,37.5744795,127.0597451,435.22,131.65
2019,11650,서초구,10800,서초동,1,대지,1640,11,2.0,20190813,전세,29.72,28000,0,SM스마트빌,2016.0,연립다세대,서초구 서초동 1640-11,37.4939196,127.0189939,942.13,284.99
2018,11680,강남구,10500,삼성동,1,대지,53,2,5.0,20160309,전세,104.31,55000,0,진흥아파트,1984.0,아파트,강남구 삼성동 53-2,37.5187135,127.0521209,527.27,159.5
2013,11590,동작구,10700,사당동,1,대지,181,391,-1.0,20130928,전세,49.26,8500,0,태평,1997.0,연립다세대,동작구 사당동 181-391,37.4910671,126.9611156,172.55,52.2
2015,11290,성북구,10300,돈암동,1,대지,609,1,16.0,20150212,월세,59.58,5000,70,한진(609-1),1998.0,아파트,성북구 돈암동 609-1,37.5948075,127.0103188,83.92,25.39
2018,11380,은평구,10900,신사동,1,대지,23,48,4.0,20180604,전세,26.04,9000,0,신사동 23-48,2002.0,오피스텔,은평구 신사동 23-48,37.5981047,126.9149843,345.62,104.55
2018,11440,마포구,10500,용강동,1,대지,118,1,3.0,20180411,전세,51.5,23000,0,갑도그림빌라A,1994.0,연립다세대,마포구 용강동 118-1,37.541236,126.9395141,446.6,135.1
2016,11740,강동구,10600,둔촌동,1,대지,170,1,2.0,20160830,전세,51.67,12500,0,둔촌주공1단지,1980.0,아파트,강동구 둔촌동 170-1,37.5269355,127.1387509,241.92,73.18
2022,11290,성북구,13900,석관동,1,대지,407,0,3.0,20220917,월세,59.9,20000,80,석관래미안,2009.0,아파트,성북구 석관동 407,37.6083656,127.0545186,333.89,101.0
2020,11590,동작구,10200,상도동,1,대지,211,1,3.0,20201007,전세,131.47,45000,0,약수맨션,1980.0,아파트,동작구 상도동 211-1,37.4984871,126.9443163,342.28,103.54
2021,11650,서초구,10600,잠원동,1,대지,158,0,4.0,20210930,월세,84.46,20000,470,래미안신반포팰리스,2016.0,아파트,서초구 잠원동 158,37.514859,127.0123303,236.8,71.63
2018,11290,성북구,13700,상월곡동,1,대지,54,1,2.0,20180121,월세,13.64,500,43,영스테이,2012.0,연립다세대,성북구 상월곡동 54-1,37.605487,127.0457877,36.66,11.09
2016,11590,동작구,10900,신대방동,1,대지,565,0,10.0,20161130,전세,84.99,41000,0,우성1,1988.0,아파트,동작구 신대방동 565,37.4922665,126.9116072,482.41,145.93
2016,11740,강동구,10900,천호동,1,대지,425,5,13.0,20161107,월세,130.13,2000,230,대우한강베네시티,2007.0,아파트,강동구 천호동 425-5,37.5406102,127.1249224,15.37,4.65
2021,11500,강서구,10500,마곡동,1,대지,776,2,3.0,20210328,전세,39.97,28000,0,마곡센트럴대방디엠시티오피스텔,2017.0,오피스텔,강서구 마곡동 776-2,37.56829159999999,126.840364,700.53,211.91
2022,11590,동작구,10200,상도동,1,대지,900,0,7.0,20221017,월세,72.33,6000,160,상도파크자이,2016.0,아파트,동작구 상도동 900,37.5057831,126.9383233,82.95,25.09
2016,11410,서대문구,11700,연희동,1,대지,122,3,4.0,20161119,월세,19.44,1000,55,정연 지오빌,2002.0,오피스텔,서대문구 연희동 122-3,37.56964079999999,126.9309452,51.44,15.56
2022,11350,노원구,10600,중계동,1,대지,512,0,14.0,20220214,월세,49.89,15000,21,중계무지개,1991.0,아파트,노원구 중계동 512,37.6427206,127.0665677,300.66,90.95
2012,11380,은평구,11400,진관동,1,대지,83,0,9.0,20120109,전세,84.27,24000,0,은평뉴타운우물골(두산위브5단지),2009.0,아파트,은평구 진관동 83,37.6345633,126.9275683,284.8,86.15
2021,11410,서대문구,12000,남가좌동,1,대지,388,0,11.0,20210607,전세,84.94,80000,0,DMC센트럴아이파크,2018.0,아파트,서대문구 남가좌동 388,37.5791313,126.9206681,941.84,284.91
2019,11710,송파구,10500,석촌동,1,대지,57,20,2.0,20120517,월세,20.67,1000,80,(57-20),2003.0,연립다세대,송파구 석촌동 57-20,37.5047637,127.1008759,48.38,14.63
2022,11140,중구,14600,광희동2가,1,대지,47,2,4.0,20220819,월세,27.81,2000,115,동원스위트광희,2018.0,연립다세대,중구 광희동2가 47-2,37.5647993,127.0083277,71.92,21.75
2015,11680,강남구,10500,삼성동,1,대지,16,2,7.0,20150324,월세,84.24,62000,60,삼성동힐스테이트 1단지,2008.0,아파트,강남구 삼성동 16-2,37.5163059,127.0484473,735.99,222.64
2017,11410,서대문구,11200,대현동,1,대지,144,0,10.0,20170815,전세,83.38,39500,0,럭키대현,1999.0,아파트,서대문구 대현동 144,37.559518,126.9479577,473.73,143.3
2017,11440,마포구,10300,신공덕동,1,대지,168,0,4.0,20170828,전세,114.82,64000,0,신공덕e편한세상,2007.0,아파트,마포구 신공덕동 168,37.541945,126.9570962,557.39,168.61
2016,11650,서초구,10700,반포동,1,대지,549,14,1.0,20160808,전세,94.91,24000,0,청원빌라,1989.0,연립다세대,서초구 반포동 549-14,37.4980267,127.0018467,252.87,76.49
2011,11620,관악구,10100,봉천동,1,대지,1686,19,3.0,20110129,전세,17.63,4500,0,봉천오피스텔,2003.0,오피스텔,관악구 봉천동 1686-19,37.4778037,126.9634426,255.25,77.21
2011,11620,관악구,10100,봉천동,1,대지,1688,79,3.0,20110604,월세,39.08,4000,50,(1688-79),2003.0,연립다세대,관악구 봉천동 1688-79,37.4771595,126.9663276,102.35,30.96
2021,11305,강북구,10100,미아동,1,대지,223,31,2.0,20210712,월세,39.3,11000,20,삼흥하이츠빌라,1994.0,연립다세대,강북구 미아동 223-31,37.6269975,127.0234746,279.9,84.67
2022,11110,종로구,13300,익선동,1,대지,30,6,6.0,20220802,월세,57.18,10000,120,운현신화타워,1998.0,아파트,종로구 익선동 30-6,37.5751021,126.9891365,174.89,52.9
2021,11410,서대문구,10400,미근동,1,대지,215,0,6.0,20210412,전세,40.66,15000,0,서소문,1971.0,아파트,서대문구 미근동 215,37.5630566,126.968463,368.91,111.6
2011,11410,서대문구,11200,대현동,1,대지,144,0,15.0,20110225,전세,83.38,23000,0,럭키대현,1999.0,아파트,서대문구 대현동 144,37.559518,126.9479577,275.85,83.44
2018,11320,도봉구,10500,쌍문동,1,대지,50,0,12.0,20171204,전세,85.0,25000,0,현대2,1993.0,아파트,도봉구 쌍문동 50,37.6592996,127.0305271,294.12,88.97
2017,11470,양천구,10300,신월동,1,대지,95,14,1.0,20170421,월세,59.04,2000,60,우성빌라(95),1995.0,연립다세대,양천구 신월동 95-14,37.5355244,126.8320667,33.88,10.25
2013,11215,광진구,10400,광장동,1,대지,554,7,19.0,20130323,전세,84.53,40000,0,현대5,1989.0,아파트,광진구 광장동 554-7,37.5397145,127.1000979,473.2,143.14
2021,11620,관악구,10200,신림동,1,대지,611,52,3.0,20211110,전세,29.47,18400,0,에덴하우스,2014.0,연립다세대,관악구 신림동 611-52,37.4744527,126.9225566,624.36,188.87
2011,11650,서초구,10700,반포동,1,대지,757,0,3.0,20111012,전세,107.47,42000,0,반포주공1단지,1973.0,아파트,서초구 반포동 757,37.5053539,126.9890363,390.81,118.22
2019,11710,송파구,10900,장지동,1,대지,849,0,7.0,20190126,월세,84.93,33000,60,송파파인타운3단지,2008.0,아파트,송파구 장지동 849,37.4837507,127.1327658,388.56,117.54
2019,11710,송파구,10900,장지동,1,대지,879,0,10.0,20190603,월세,51.77,5000,120,송파더센트레,2013.0,아파트,송파구 장지동 879,37.479192,127.1401365,96.58,29.22
2015,11680,강남구,10300,개포동,1,대지,141,0,5.0,20150428,월세,42.55,2000,50,개포주공1단지,1982.0,아파트,강남구 개포동 141,37.4785022,127.0615383,47.0,14.22
2021,11710,송파구,11300,거여동,1,대지,292,0,1.0,20210303,월세,39.94,1295,20,거여3단지,2000.0,아파트,송파구 거여동 292,37.48987839999999,127.1474941,32.42,9.81
2021,11320,도봉구,10800,도봉동,1,대지,62,1,4.0,20210903,전세,18.96,9450,0,도봉 엠블렘,2018.0,오피스텔,도봉구 도봉동 62-1,37.6825709,127.048016,498.42,150.77
2020,11680,강남구,11500,수서동,1,대지,795,0,7.0,20200523,전세,114.45,105000,0,강남데시앙포레,2014.0,아파트,강남구 수서동 795,37.4809954,127.0908145,917.43,277.52
2022,11320,도봉구,10500,쌍문동,1,대지,56,0,9.0,20220806,월세,42.93,4000,55,삼익세라믹,1988.0,아파트,도봉구 쌍문동 56,37.6572508,127.0351747,93.17,28.19
2022,11710,송파구,10100,잠실동,1,대지,208,4,16.0,20220715,월세,16.24,5700,39,잠실엘타워,2022.0,아파트,송파구 잠실동 208-4,37.509885,127.0854405,350.99,106.17
2012,11680,강남구,11400,일원동,1,대지,615,1,8.0,20121031,전세,82.3,23000,0,개포한신,1984.0,아파트,강남구 일원동 615-1,37.4912691,127.0793073,279.47,84.54
2019,11410,서대문구,11800,홍은동,1,대지,455,0,4.0,20190313,전세,84.96,42000,0,홍은동벽산,1997.0,아파트,서대문구 홍은동 455,37.5953754,126.9448171,494.35,149.54
2020,11560,영등포구,12100,문래동3가,1,대지,54,0,7.0,20200219,전세,84.98,62000,0,문래자이,2001.0,아파트,영등포구 문래동3가 54,37.51614319999999,126.8967779,729.58,220.7
2012,11530,구로구,10200,구로동,1,대지,1265,0,15.0,20120428,전세,63.33,20000,0,구로두산,1998.0,아파트,구로구 구로동 1265,37.4893405,126.8892594,315.81,95.53
2021,11650,서초구,10800,서초동,1,대지,1337,3,5.0,20201222,전세,21.0,21000,0,urbanplace,2014.0,아파트,서초구 서초동 1337-3,37.4916485,127.0289555,1000.0,302.5
2020,11290,성북구,10300,돈암동,1,대지,632,1,3.0,20200916,월세,32.23,1039,14,돈암동풍림106동(임대),1999.0,아파트,성북구 돈암동 632-1,37.596998,127.0221417,32.24,9.75
2021,11680,강남구,10300,개포동,1,대지,12,0,14.0,20210912,전세,39.53,50000,0,성원대치2단지아파트,1992.0,아파트,강남구 개포동 12,37.4941844,127.0752156,1264.86,382.62
2018,11380,은평구,10400,갈현동,1,대지,522,19,2.0,20180615,전세,81.18,25000,0,웰빙존,2004.0,아파트,은평구 갈현동 522-19,37.6175714,126.9109163,307.96,93.16
2017,11500,강서구,10300,화곡동,1,대지,1159,0,6.0,20160912,전세,59.98,41000,0,"우장산아이파크,이편한세상",2008.0,아파트,강서구 화곡동 1159,37.5493543,126.8387658,683.56,206.78
2013,11650,서초구,10100,방배동,1,대지,778,17,2.0,20130329,전세,48.42,15000,0,(778-17),2002.0,연립다세대,서초구 방배동 778-17,37.4933469,126.9860836,309.79,93.71
2019,11200,성동구,11400,성수동1가,1,대지,718,0,30.0,20181015,월세,84.82,20000,520,트리마제,2017.0,아파트,성동구 성수동1가 718,37.5388236,127.045046,235.79,71.33
